response_id,run,started,"Trust1","Trust2","Understanding1","Understanding2","Understanding3","Understanding4","MentalLoad","PerceivedSafety1","PerceivedSafety2","PerceivedSafety3","PerceivedSafety4","Aesthetics1","Acceptance1","Acceptance2","TimeToCross"
1,0,06.09.2024 11:09:31,4,4,5,5,4,4,3,2,2,2,-1,7,7,6,"3,44"
1,1,06.09.2024 11:13:00,4,4,5,4,4,4,2,3,3,2,1,7,7,6,"3,29"
1,2,06.09.2024 11:15:34,4,4,5,4,4,4,2,3,3,2,2,7,7,6,"2,74"
1,3,06.09.2024 11:17:54,4,4,5,4,4,4,2,3,3,2,2,7,7,6,"2,53"
1,4,06.09.2024 11:19:56,4,4,5,4,4,4,2,3,3,2,2,7,7,6,"2,44"
1,5,06.09.2024 11:21:58,3,3,2,2,3,3,4,1,2,0,0,7,7,6,"2,98"
1,6,06.09.2024 11:24:37,4,4,5,4,4,4,2,3,3,2,2,7,7,6,"3,19"
1,7,06.09.2024 11:26:38,4,4,4,4,4,5,2,3,3,2,2,7,7,6,"3,44"
1,8,06.09.2024 11:28:44,4,5,5,4,4,4,2,3,3,3,2,7,7,6,"4,36"
1,9,06.09.2024 11:30:47,4,5,5,4,4,4,2,3,3,3,2,7,7,6,"2,44"
1,10,06.09.2024 11:32:43,4,5,5,4,4,5,2,3,3,3,2,7,7,6,"2,92"
1,11,06.09.2024 11:34:44,4,5,5,4,4,5,2,3,3,3,2,7,7,6,"4,71"
1,12,06.09.2024 11:36:34,4,5,5,4,4,4,3,2,3,2,2,7,7,6,"2,73"
1,13,06.09.2024 11:38:26,4,5,4,3,4,3,3,2,3,2,2,7,6,6,"3,27"
1,14,06.09.2024 11:40:32,4,5,5,4,4,4,2,2,3,2,2,7,7,7,"3,22"
1,15,06.09.2024 11:42:34,4,5,5,4,4,4,2,2,3,2,2,7,7,7,"3,87"
1,16,06.09.2024 11:44:26,4,5,5,4,4,4,2,3,3,2,2,7,7,7,"5,42"
1,17,06.09.2024 11:46:29,4,5,5,4,4,5,2,3,3,3,2,7,7,7,"3,59"
1,18,06.09.2024 11:48:44,4,5,5,4,4,4,2,3,3,3,2,7,7,7,"4,34"
1,19,06.09.2024 11:50:52,4,5,5,4,4,4,2,3,3,3,2,7,7,7,"4,03"
