response_id,run,started,"Trust1","Trust2","Understanding1","Understanding2","Understanding3","Understanding4","MentalLoad","PerceivedSafety1","PerceivedSafety2","PerceivedSafety3","PerceivedSafety4","Aesthetics1","Acceptance1","Acceptance2","TimeToCross"
1,0,04.09.2024 07:24:30,1,1,1,5,3,5,1,1,1,-1,0,5,7,7,"14,88"
1,1,04.09.2024 07:31:56,1,1,5,5,5,5,1,3,3,3,2,6,7,6,"10,78"
1,2,04.09.2024 07:35:13,1,5,5,5,5,5,2,3,3,3,2,6,5,6,"5,77"
1,3,04.09.2024 07:38:12,5,5,3,4,4,5,1,3,3,3,3,6,7,6,"4,57"
1,4,04.09.2024 07:40:25,2,2,2,2,1,1,10,-3,-3,-3,-3,6,7,6,"9,96"
1,5,04.09.2024 07:43:45,4,5,4,3,4,2,6,-2,-1,0,0,6,7,6,"7,17"
1,6,04.09.2024 07:48:26,2,2,1,1,1,1,5,0,-2,1,1,6,7,6,"6,68"
1,7,04.09.2024 07:54:41,5,5,3,2,5,2,6,-1,-1,3,2,6,2,6,"6,72"
1,8,04.09.2024 08:05:16,4,4,3,2,2,2,1,3,3,3,3,6,4,6,"6,13"
1,9,04.09.2024 08:09:12,5,5,4,2,4,2,1,3,3,3,3,6,6,6,"7,57"
1,10,04.09.2024 08:12:17,4,4,4,2,4,2,1,3,3,3,3,6,6,6,"5,17"
1,11,04.09.2024 08:16:13,4,4,4,2,4,2,1,3,3,3,3,6,6,6,"12,76"
1,12,04.09.2024 08:20:27,4,4,4,2,4,2,1,3,3,3,3,6,6,6,"5,48"
1,13,04.09.2024 08:25:15,4,4,4,2,4,2,1,3,3,3,3,6,6,6,"4,16"
1,14,04.09.2024 08:27:50,4,4,4,2,4,2,1,3,3,3,3,6,6,6,"6,5"
1,15,04.09.2024 08:31:43,4,4,4,2,4,2,1,3,3,3,3,6,6,6,"11,07"
1,16,04.09.2024 08:36:04,4,4,4,2,4,2,1,3,3,3,3,6,6,6,"5,44"
1,17,04.09.2024 08:40:56,4,4,4,2,4,2,1,3,3,3,3,6,6,6,"12,92"
1,18,04.09.2024 08:45:25,4,4,4,2,4,2,1,3,3,3,3,6,6,6,"3,24"
1,19,04.09.2024 08:50:12,4,4,4,2,4,2,1,3,3,3,3,6,6,6,"3,47"
